Unnamed: 0,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Student ID_category,Well versed with the subject_category,Explains concepts in an understandable way_category,Use of presentations_category,Degree of difficulty of assignments_category,Solves doubts willingly_category,Structuring of the course_category,Provides support for students going above and beyond_category,Course recommendation based on relevance_category
590,425,5,9,8,1,10,8,10,10,High,Medium,High,High,Low,High,High,High,High
591,668,6,3,6,1,2,10,9,3,High,Medium,Low,Medium,Low,Low,High,High,Low
592,54,7,2,5,1,5,3,1,3,High,Medium,Low,Medium,Low,Medium,Low,Low,Low
593,950,7,2,7,10,5,3,4,7,High,Medium,Low,Medium,High,Medium,Low,Low,Medium
594,782,6,7,4,2,2,1,3,8,High,Medium,Medium,Low,Low,Low,Low,Low,High
595,108,5,5,7,5,10,7,3,9,High,Medium,Medium,Medium,Medium,High,Medium,Low,High
596,400,9,4,5,5,8,10,6,10,High,High,Low,Medium,Medium,High,High,Medium,High
597,685,10,9,7,3,1,6,6,4,High,High,High,Medium,Low,Low,Medium,Medium,Low
598,673,9,3,4,4,7,9,8,4,High,High,Low,Low,Low,Medium,High,High,Low
599,198,6,7,7,7,3,5,4,3,High,Medium,Medium,Medium,Medium,Low,Medium,Low,Low
600,14,5,5,8,9,7,5,2,1,High,Medium,Medium,High,High,Medium,Medium,Low,Low
601,172,6,5,8,3,4,3,10,3,High,Medium,Medium,High,Low,Low,Low,High,Low
602,359,5,6,7,6,9,5,1,5,High,Medium,Medium,Medium,Medium,High,Medium,Low,Medium
603,714,10,5,5,5,7,5,7,9,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High
604,785,7,6,7,1,7,5,5,9,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,High
605,865,8,4,6,2,7,5,2,7,High,High,Low,Medium,Low,Medium,Medium,Low,Medium
606,662,10,6,4,5,1,9,6,3,High,High,Medium,Low,Medium,Low,High,Medium,Low
607,513,9,10,7,7,9,2,10,1,High,High,High,Medium,Medium,High,Low,High,Low
608,722,7,10,5,5,4,9,6,7,High,Medium,High,Medium,Medium,Low,High,Medium,Medium
609,8,6,7,6,10,6,9,9,10,High,Medium,Medium,Medium,High,Medium,High,High,High
610,873,10,10,4,5,9,10,2,5,High,High,High,Low,Medium,High,High,Low,Medium
611,684,10,3,7,4,4,5,1,10,High,High,Low,Medium,Low,Low,Medium,Low,High
612,73,7,2,5,6,3,1,1,4,High,Medium,Low,Medium,Medium,Low,Low,Low,Low
613,900,9,8,5,8,4,6,9,7,High,High,High,Medium,High,Low,Medium,High,Medium
614,933,6,9,4,8,7,10,3,5,High,Medium,High,Low,High,Medium,High,Low,Medium
615,634,6,7,6,6,1,6,3,8,High,Medium,Medium,Medium,Medium,Low,Medium,Low,High
616,835,8,2,7,8,3,4,3,4,High,High,Low,Medium,High,Low,Low,Low,Low
617,422,9,8,4,4,8,3,4,10,High,High,High,Low,Low,High,Low,Low,High
618,235,6,2,8,8,6,3,3,1,High,Medium,Low,High,High,Medium,Low,Low,Low
619,286,10,3,7,10,8,8,4,9,High,High,Low,Medium,High,High,High,Low,High
620,129,7,3,4,9,1,4,4,9,High,Medium,Low,Low,High,Low,Low,Low,High
621,443,7,9,8,2,4,5,1,5,High,Medium,High,High,Low,Low,Medium,Low,Medium
622,301,10,7,7,4,3,4,9,2,High,High,Medium,Medium,Low,Low,Low,High,Low
623,532,10,2,4,2,2,6,10,9,High,High,Low,Low,Low,Low,Medium,High,High
624,64,6,2,8,1,8,4,8,4,High,Medium,Low,High,Low,High,Low,High,Low
625,860,10,8,4,3,7,1,4,5,High,High,High,Low,Low,Medium,Low,Low,Medium
626,559,8,4,4,6,5,5,1,7,High,High,Low,Low,Medium,Medium,Medium,Low,Medium
627,311,7,5,6,8,4,9,8,9,High,Medium,Medium,Medium,High,Low,High,High,High
628,32,9,3,7,7,6,1,9,2,High,High,Low,Medium,Medium,Medium,Low,High,Low
629,296,10,7,4,2,2,10,10,8,High,High,Medium,Low,Low,Low,High,High,High
630,419,10,2,5,8,5,3,3,10,High,High,Low,Medium,High,Medium,Low,Low,High
631,83,10,6,6,1,8,1,3,9,High,High,Medium,Medium,Low,High,Low,Low,High
632,594,7,2,7,6,7,2,3,6,High,Medium,Low,Medium,Medium,Medium,Low,Low,Medium
633,501,5,2,8,4,7,6,10,4,High,Medium,Low,High,Low,Medium,Medium,High,Low
634,411,8,4,4,4,8,4,3,1,High,High,Low,Low,Low,High,Low,Low,Low
635,824,10,7,7,9,4,9,9,8,High,High,Medium,Medium,High,Low,High,High,High
636,585,7,6,8,2,4,7,10,9,High,Medium,Medium,High,Low,Low,Medium,High,High
637,848,9,9,6,1,9,2,8,6,High,High,High,Medium,Low,High,Low,High,Medium
638,299,10,8,5,5,4,3,1,9,High,High,High,Medium,Medium,Low,Low,Low,High
639,107,9,4,8,6,10,4,5,9,High,High,Low,High,Medium,High,Low,Medium,High
640,119,9,10,5,1,9,6,7,6,High,High,High,Medium,Low,High,Medium,Medium,Medium
641,335,5,3,4,2,8,4,7,6,High,Medium,Low,Low,Low,High,Low,Medium,Medium
642,557,5,5,8,2,4,10,6,1,High,Medium,Medium,High,Low,Low,High,Medium,Low
643,113,5,6,7,1,10,6,4,7,High,Medium,Medium,Medium,Low,High,Medium,Low,Medium
644,281,5,6,6,3,4,1,1,1,High,Medium,Medium,Medium,Low,Low,Low,Low,Low
645,836,9,3,4,6,6,3,2,7,High,High,Low,Low,Medium,Medium,Low,Low,Medium
646,426,9,8,7,8,10,6,9,8,High,High,High,Medium,High,High,Medium,High,High
647,42,8,2,4,6,6,7,3,1,High,High,Low,Low,Medium,Medium,Medium,Low,Low
648,567,9,3,8,1,4,9,10,9,High,High,Low,High,Low,Low,High,High,High
649,589,5,8,7,5,6,7,8,9,High,Medium,High,Medium,Medium,Medium,Medium,High,High
650,187,5,5,6,2,6,1,8,5,High,Medium,Medium,Medium,Low,Medium,Low,High,Medium
651,615,5,6,7,9,1,1,1,5,High,Medium,Medium,Medium,High,Low,Low,Low,Medium
652,556,9,9,5,5,1,3,6,10,High,High,High,Medium,Medium,Low,Low,Medium,High
653,3,9,6,5,9,10,5,5,4,Low,High,Medium,Medium,High,High,Medium,Medium,Low
654,667,9,9,6,2,1,3,10,2,High,High,High,Medium,Low,Low,Low,High,Low
655,234,7,2,4,5,1,8,7,2,High,Medium,Low,Low,Medium,Low,High,Medium,Low
656,96,6,6,5,10,8,10,5,2,High,Medium,Medium,Medium,High,High,High,Medium,Low
657,691,7,7,8,8,5,4,8,2,High,Medium,Medium,High,High,Medium,Low,High,Low
658,269,9,10,6,10,10,1,9,10,High,High,High,Medium,High,High,Low,High,High
659,566,8,10,6,10,7,6,6,1,High,High,High,Medium,High,Medium,Medium,Medium,Low
660,985,5,5,4,8,7,6,7,3,High,Medium,Medium,Low,High,Medium,Medium,Medium,Low
661,437,7,2,6,7,5,8,1,8,High,Medium,Low,Medium,Medium,Medium,High,Low,High
662,200,8,4,8,6,8,4,7,1,High,High,Low,High,Medium,High,Low,Medium,Low
663,291,10,3,7,8,2,10,3,3,High,High,Low,Medium,High,Low,High,Low,Low
664,612,8,9,8,7,1,2,8,4,High,High,High,High,Medium,Low,Low,High,Low
665,448,6,7,7,9,2,9,2,5,High,Medium,Medium,Medium,High,Low,High,Low,Medium
666,439,6,8,7,7,7,4,5,4,High,Medium,High,Medium,Medium,Medium,Low,Medium,Low
667,573,5,5,5,8,8,9,8,2,High,Medium,Medium,Medium,High,High,High,High,Low
668,7,5,8,5,6,2,10,4,8,Medium,Medium,High,Medium,Medium,Low,High,Low,High
669,725,5,10,8,4,3,5,1,6,High,Medium,High,High,Low,Low,Medium,Low,Medium
670,50,9,8,6,7,1,6,7,4,High,High,High,Medium,Medium,Low,Medium,Medium,Low
671,423,7,9,5,10,10,7,7,3,High,Medium,High,Medium,High,High,Medium,Medium,Low
672,140,7,10,6,8,6,10,9,6,High,Medium,High,Medium,High,Medium,High,High,Medium
673,135,8,9,7,3,6,10,2,9,High,High,High,Medium,Low,Medium,High,Low,High
674,786,5,4,7,5,5,6,7,1,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low
675,601,8,9,4,5,4,3,1,10,High,High,High,Low,Medium,Low,Low,Low,High
676,493,9,4,4,9,4,3,6,7,High,High,Low,Low,High,Low,Low,Medium,Medium
677,553,7,2,4,7,3,5,1,3,High,Medium,Low,Low,Medium,Low,Medium,Low,Low
678,27,7,3,5,5,5,1,8,6,High,Medium,Low,Medium,Medium,Medium,Low,High,Medium
679,257,8,5,6,4,4,1,5,4,High,High,Medium,Medium,Low,Low,Low,Medium,Low
680,225,10,4,5,9,3,6,9,4,High,High,Low,Medium,High,Low,Medium,High,Low
681,788,6,5,6,3,10,4,3,8,High,Medium,Medium,Medium,Low,High,Low,Low,High
682,37,8,9,5,3,4,3,5,2,High,High,High,Medium,Low,Low,Low,Medium,Low
683,170,5,10,7,2,8,5,9,5,High,Medium,High,Medium,Low,High,Medium,High,Medium
684,528,9,2,5,2,6,5,1,6,High,High,Low,Medium,Low,Medium,Medium,Low,Medium
685,600,7,8,6,10,6,7,7,6,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium
686,655,7,8,5,4,1,6,6,8,High,Medium,High,Medium,Low,Low,Medium,Medium,High
687,74,8,8,6,1,2,5,2,6,High,High,High,Medium,Low,Low,Medium,Low,Medium
688,505,9,6,8,5,8,4,7,6,High,High,Medium,High,Medium,High,Low,Medium,Medium
689,377,5,5,7,3,9,6,1,4,High,Medium,Medium,Medium,Low,High,Medium,Low,Low
690,808,8,6,4,5,1,8,8,3,High,High,Medium,Low,Medium,Low,High,High,Low
691,366,9,9,8,2,1,10,5,2,High,High,High,High,Low,Low,High,Medium,Low
692,238,8,7,5,10,10,9,7,10,High,High,Medium,Medium,High,High,High,Medium,High
693,255,9,10,7,10,3,2,7,8,High,High,High,Medium,High,Low,Low,Medium,High
694,123,10,2,4,5,9,8,3,5,High,High,Low,Low,Medium,High,High,Low,Medium
695,663,6,2,8,2,5,7,5,7,High,Medium,Low,High,Low,Medium,Medium,Medium,Medium
696,876,6,7,4,4,9,2,5,9,High,Medium,Medium,Low,Low,High,Low,Medium,High
697,690,5,10,8,4,2,7,9,6,High,Medium,High,High,Low,Low,Medium,High,Medium
698,309,5,8,4,9,2,1,4,5,High,Medium,High,Low,High,Low,Low,Low,Medium
699,693,7,9,8,1,5,10,3,7,High,Medium,High,High,Low,Medium,High,Low,Medium
700,226,7,6,8,8,8,5,8,8,High,Medium,Medium,High,High,High,Medium,High,High
701,951,10,10,7,10,5,9,7,1,High,High,High,Medium,High,Medium,High,Medium,Low
702,260,9,3,7,4,7,2,8,3,High,High,Low,Medium,Low,Medium,Low,High,Low
703,243,9,8,8,8,4,10,8,9,High,High,High,High,High,Low,High,High,High
704,222,5,4,4,2,7,9,5,3,High,Medium,Low,Low,Low,Medium,High,Medium,Low
705,314,5,10,6,8,6,6,10,4,High,Medium,High,Medium,High,Medium,Medium,High,Low
706,229,7,6,8,2,2,10,8,8,High,Medium,Medium,High,Low,Low,High,High,High
707,85,5,6,8,9,3,4,4,4,High,Medium,Medium,High,High,Low,Low,Low,Low
708,76,8,9,8,6,3,10,7,2,High,High,High,High,Medium,Low,High,Medium,Low
709,887,6,9,5,8,9,7,6,2,High,Medium,High,Medium,High,High,Medium,Medium,Low
710,582,8,4,7,8,1,5,9,3,High,High,Low,Medium,High,Low,Medium,High,Low
711,674,8,5,6,8,7,10,2,7,High,High,Medium,Medium,High,Medium,High,Low,Medium
712,986,7,2,6,2,4,7,10,7,High,Medium,Low,Medium,Low,Low,Medium,High,Medium
713,511,8,4,4,5,2,10,10,6,High,High,Low,Low,Medium,Low,High,High,Medium
714,879,6,10,5,10,9,5,5,4,High,Medium,High,Medium,High,High,Medium,Medium,Low
715,401,8,10,7,2,8,10,8,9,High,High,High,Medium,Low,High,High,High,High
716,514,6,6,7,10,7,7,6,3,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Low
717,750,10,3,8,1,5,1,3,5,High,High,Low,High,Low,Medium,Low,Low,Medium
718,156,7,4,7,9,10,8,5,8,High,Medium,Low,Medium,High,High,High,Medium,High
719,775,5,6,7,2,5,4,1,4,High,Medium,Medium,Medium,Low,Medium,Low,Low,Low
720,329,9,8,8,5,3,3,10,8,High,High,High,High,Medium,Low,Low,High,High
721,467,8,10,5,7,7,1,3,6,High,High,High,Medium,Medium,Medium,Low,Low,Medium
722,178,7,7,4,7,1,2,1,2,High,Medium,Medium,Low,Medium,Low,Low,Low,Low
723,549,5,3,7,6,8,8,5,5,High,Medium,Low,Medium,Medium,High,High,Medium,Medium
724,453,8,4,4,4,2,8,1,4,High,High,Low,Low,Low,Low,High,Low,Low
725,307,6,9,5,1,6,5,3,5,High,Medium,High,Medium,Low,Medium,Medium,Low,Medium
726,472,6,8,7,7,9,9,2,3,High,Medium,High,Medium,Medium,High,High,Low,Low
727,392,7,7,4,9,7,10,8,4,High,Medium,Medium,Low,High,Medium,High,High,Low
728,65,6,4,4,6,3,10,8,3,High,Medium,Low,Low,Medium,Low,High,High,Low
729,575,9,4,7,7,1,1,5,1,High,High,Low,Medium,Medium,Low,Low,Medium,Low
730,855,8,3,6,4,1,1,9,7,High,High,Low,Medium,Low,Low,Low,High,Medium
731,791,5,9,4,4,1,4,10,9,High,Medium,High,Low,Low,Low,Low,High,High
732,391,5,3,7,6,7,6,9,4,High,Medium,Low,Medium,Medium,Medium,Medium,High,Low
733,973,6,3,4,6,4,6,6,9,High,Medium,Low,Low,Medium,Low,Medium,Medium,High
734,828,8,3,5,2,9,5,6,3,High,High,Low,Medium,Low,High,Medium,Medium,Low
735,247,6,9,6,5,2,2,3,7,High,Medium,High,Medium,Medium,Low,Low,Low,Medium
736,412,9,2,5,8,7,2,10,4,High,High,Low,Medium,High,Medium,Low,High,Low
737,67,7,9,4,3,9,1,1,2,High,Medium,High,Low,Low,High,Low,Low,Low
738,289,5,2,5,8,9,2,7,2,High,Medium,Low,Medium,High,High,Low,Medium,Low
739,399,10,6,4,8,6,5,10,4,High,High,Medium,Low,High,Medium,Medium,High,Low
740,138,8,5,8,8,10,4,2,6,High,High,Medium,High,High,High,Low,Low,Medium
741,537,10,6,4,9,9,5,7,5,High,High,Medium,Low,High,High,Medium,Medium,Medium
742,265,5,9,7,6,5,6,5,3,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Low
743,724,5,2,6,1,7,3,3,1,High,Medium,Low,Medium,Low,Medium,Low,Low,Low
744,653,5,6,5,6,6,3,9,2,High,Medium,Medium,Medium,Medium,Medium,Low,High,Low
745,318,6,8,5,10,6,7,10,8,High,Medium,High,Medium,High,Medium,Medium,High,High
746,232,6,8,5,5,1,1,7,8,High,Medium,High,Medium,Medium,Low,Low,Medium,High
747,21,9,7,5,3,6,6,1,6,High,High,Medium,Medium,Low,Medium,Medium,Low,Medium
748,998,9,7,5,1,2,2,1,10,High,High,Medium,Medium,Low,Low,Low,Low,High
749,694,9,8,8,10,7,7,7,2,High,High,High,High,High,Medium,Medium,Medium,Low
750,927,6,2,6,2,10,3,6,4,High,Medium,Low,Medium,Low,High,Low,Medium,Low
751,348,7,9,5,6,5,5,8,6,High,Medium,High,Medium,Medium,Medium,Medium,High,Medium
752,968,6,7,6,3,8,1,9,3,High,Medium,Medium,Medium,Low,High,Low,High,Low
753,992,10,6,4,3,8,6,10,3,High,High,Medium,Low,Low,High,Medium,High,Low
754,764,9,3,7,6,3,8,10,2,High,High,Low,Medium,Medium,Low,High,High,Low
755,587,5,4,8,2,2,2,4,10,High,Medium,Low,High,Low,Low,Low,Low,High
756,944,10,8,6,8,8,7,9,6,High,High,High,Medium,High,High,Medium,High,Medium
757,239,5,10,4,3,2,7,4,4,High,Medium,High,Low,Low,Low,Medium,Low,Low
758,886,7,7,5,5,10,1,9,9,High,Medium,Medium,Medium,Medium,High,Low,High,High
759,23,9,7,4,2,1,2,9,3,High,High,Medium,Low,Low,Low,Low,High,Low
760,458,6,2,4,6,6,10,4,1,High,Medium,Low,Low,Medium,Medium,High,Low,Low
761,822,6,2,7,1,5,4,1,10,High,Medium,Low,Medium,Low,Medium,Low,Low,High
762,413,7,10,4,2,3,1,10,1,High,Medium,High,Low,Low,Low,Low,High,Low
763,563,7,4,8,8,7,3,3,10,High,Medium,Low,High,High,Medium,Low,Low,High
764,331,8,8,7,5,10,4,7,5,High,High,High,Medium,Medium,High,Low,Medium,Medium
765,434,7,7,7,6,1,8,9,6,High,Medium,Medium,Medium,Medium,Low,High,High,Medium
766,456,10,4,8,6,5,1,10,1,High,High,Low,High,Medium,Medium,Low,High,Low
767,430,9,6,4,9,8,6,4,3,High,High,Medium,Low,High,High,Medium,Low,Low
768,896,6,8,7,5,4,4,5,5,High,Medium,High,Medium,Medium,Low,Low,Medium,Medium
769,451,9,3,6,10,7,8,9,10,High,High,Low,Medium,High,Medium,High,High,High
770,477,5,2,5,6,10,6,10,8,High,Medium,Low,Medium,Medium,High,Medium,High,High
771,9,7,5,4,5,1,3,5,6,High,Medium,Medium,Low,Medium,Low,Low,Medium,Medium
772,325,7,5,7,6,1,5,8,6,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium
773,812,9,5,4,4,2,4,2,6,High,High,Medium,Low,Low,Low,Low,Low,Medium
774,727,7,2,6,4,2,10,9,5,High,Medium,Low,Medium,Low,Low,High,High,Medium
775,928,6,7,6,9,4,8,5,8,High,Medium,Medium,Medium,High,Low,High,Medium,High
776,134,9,9,7,4,7,10,8,3,High,High,High,Medium,Low,Medium,High,High,Low
777,819,6,7,8,8,9,10,2,2,High,Medium,Medium,High,High,High,High,Low,Low
778,230,7,2,8,2,6,1,9,2,High,Medium,Low,High,Low,Medium,Low,High,Low
779,520,9,3,5,6,7,10,10,3,High,High,Low,Medium,Medium,Medium,High,High,Low
780,326,7,10,8,8,6,4,9,7,High,Medium,High,High,High,Medium,Low,High,Medium
781,142,6,8,4,10,8,5,8,6,High,Medium,High,Low,High,High,Medium,High,Medium
782,491,5,4,8,6,1,3,4,4,High,Medium,Low,High,Medium,Low,Low,Low,Low
783,379,7,5,6,2,9,7,3,10,High,Medium,Medium,Medium,Low,High,Medium,Low,High
784,465,5,2,8,8,6,8,2,4,High,Medium,Low,High,High,Medium,High,Low,Low
785,756,6,7,7,3,2,6,9,7,High,Medium,Medium,Medium,Low,Low,Medium,High,Medium
786,347,6,8,7,3,5,1,2,8,High,Medium,High,Medium,Low,Medium,Low,Low,High
787,237,10,4,5,8,7,8,2,8,High,High,Low,Medium,High,Medium,High,Low,High
788,642,5,7,6,8,9,6,6,7,High,Medium,Medium,Medium,High,High,Medium,Medium,Medium
789,506,9,7,4,1,5,7,5,1,High,High,Medium,Low,Low,Medium,Medium,Medium,Low
790,646,7,8,5,4,7,8,8,8,High,Medium,High,Medium,Low,Medium,High,High,High
791,382,10,10,7,5,2,3,6,3,High,High,High,Medium,Medium,Low,Low,Medium,Low
792,256,6,7,4,5,9,8,6,5,High,Medium,Medium,Low,Medium,High,High,Medium,Medium
793,327,8,8,5,10,2,1,10,5,High,High,High,Medium,High,Low,Low,High,Medium
794,624,7,3,7,10,2,1,8,8,High,Medium,Low,Medium,High,Low,Low,High,High
795,155,8,8,8,10,3,9,7,3,High,High,High,High,High,Low,High,Medium,Low
796,578,8,10,7,4,5,8,7,6,High,High,High,Medium,Low,Medium,High,Medium,Medium
797,640,10,9,4,10,2,4,3,1,High,High,High,Low,High,Low,Low,Low,Low
798,997,9,8,8,6,8,3,3,10,High,High,High,High,Medium,High,Low,Low,High
799,242,7,9,5,4,5,9,1,4,High,Medium,High,Medium,Low,Medium,High,Low,Low
800,344,7,6,8,9,8,3,8,5,High,Medium,Medium,High,High,High,Low,High,Medium
801,699,9,5,4,8,4,2,2,8,High,High,Medium,Low,High,Low,Low,Low,High
802,77,9,4,5,9,2,1,5,10,High,High,Low,Medium,High,Low,Low,Medium,High
803,821,8,9,5,5,8,9,4,9,High,High,High,Medium,Medium,High,High,Low,High
804,903,9,8,8,8,4,8,4,1,High,High,High,High,High,Low,High,Low,Low
805,540,9,10,7,3,2,4,4,5,High,High,High,Medium,Low,Low,Low,Low,Medium
806,596,5,8,7,7,1,2,10,3,High,Medium,High,Medium,Medium,Low,Low,High,Low
807,169,8,2,6,3,3,6,9,3,High,High,Low,Medium,Low,Low,Medium,High,Low
808,526,9,5,5,5,2,6,4,9,High,High,Medium,Medium,Medium,Low,Medium,Low,High
809,361,7,2,6,4,5,7,8,3,High,Medium,Low,Medium,Low,Medium,Medium,High,Low
810,917,8,6,5,3,7,5,4,8,High,High,Medium,Medium,Low,Medium,Medium,Low,High
811,342,5,9,8,1,9,8,7,10,High,Medium,High,High,Low,High,High,Medium,High
812,599,5,2,4,8,4,8,9,5,High,Medium,Low,Low,High,Low,High,High,Medium
813,875,5,4,7,3,5,6,4,5,High,Medium,Low,Medium,Low,Medium,Medium,Low,Medium
814,745,5,9,5,10,8,2,9,1,High,Medium,High,Medium,High,High,Low,High,Low
815,131,9,4,8,2,7,5,2,10,High,High,Low,High,Low,Medium,Medium,Low,High
816,143,6,6,7,8,10,3,3,9,High,Medium,Medium,Medium,High,High,Low,Low,High
817,666,10,5,6,8,1,2,7,7,High,High,Medium,Medium,High,Low,Low,Medium,Medium
818,104,8,5,4,2,7,9,4,4,High,High,Medium,Low,Low,Medium,High,Low,Low
819,964,8,5,5,3,10,5,5,3,High,High,Medium,Medium,Low,High,Medium,Medium,Low
820,208,8,7,5,7,2,3,2,8,High,High,Medium,Medium,Medium,Low,Low,Low,High
821,774,7,10,5,4,6,10,9,6,High,Medium,High,Medium,Low,Medium,High,High,Medium
822,346,10,7,4,9,3,2,10,8,High,High,Medium,Low,High,Low,Low,High,High
823,97,7,8,7,9,6,3,10,7,High,Medium,High,Medium,High,Medium,Low,High,Medium
824,306,9,10,4,1,3,3,2,5,High,High,High,Low,Low,Low,Low,Low,Medium
825,18,9,6,6,1,5,8,4,10,High,High,Medium,Medium,Low,Medium,High,Low,High
826,284,5,7,6,3,10,3,8,6,High,Medium,Medium,Medium,Low,High,Low,High,Medium
827,173,5,7,5,10,10,10,3,10,High,Medium,Medium,Medium,High,High,High,Low,High
828,558,7,9,5,5,9,7,3,5,High,Medium,High,Medium,Medium,High,Medium,Low,Medium
829,51,7,2,6,2,8,2,10,2,High,Medium,Low,Medium,Low,High,Low,High,Low
830,357,5,8,7,5,4,1,8,8,High,Medium,High,Medium,Medium,Low,Low,High,High
831,692,8,8,6,9,5,8,7,10,High,High,High,Medium,High,Medium,High,Medium,High
832,26,8,2,6,10,9,9,4,5,High,High,Low,Medium,High,High,High,Low,Medium
833,386,9,5,5,4,6,5,7,7,High,High,Medium,Medium,Low,Medium,Medium,Medium,Medium
834,287,5,9,5,5,10,8,4,10,High,Medium,High,Medium,Medium,High,High,Low,High
835,974,8,10,4,2,4,9,8,7,High,High,High,Low,Low,Low,High,High,Medium
836,683,6,9,4,8,5,5,1,10,High,Medium,High,Low,High,Medium,Medium,Low,High
837,374,6,9,4,6,2,6,7,8,High,Medium,High,Low,Medium,Low,Medium,Medium,High
838,278,10,8,7,8,6,7,8,1,High,High,High,Medium,High,Medium,Medium,High,Low
839,367,10,4,8,3,3,9,5,7,High,High,Low,High,Low,Low,High,Medium,Medium
840,800,7,4,5,2,1,6,3,9,High,Medium,Low,Medium,Low,Low,Medium,Low,High
841,11,9,5,6,8,5,6,7,7,High,High,Medium,Medium,High,Medium,Medium,Medium,Medium
842,310,5,8,5,9,4,4,9,10,High,Medium,High,Medium,High,Low,Low,High,High
843,910,5,8,7,10,8,2,4,8,High,Medium,High,Medium,High,High,Low,Low,High
844,440,5,7,8,9,7,1,8,10,High,Medium,Medium,High,High,Medium,Low,High,High
845,441,7,8,5,3,1,8,6,8,High,Medium,High,Medium,Low,Low,High,Medium,High
846,146,8,7,5,6,9,2,9,10,High,High,Medium,Medium,Medium,High,Low,High,High
847,614,8,2,6,7,8,6,6,5,High,High,Low,Medium,Medium,High,Medium,Medium,Medium
848,262,10,5,4,9,6,9,9,3,High,High,Medium,Low,High,Medium,High,High,Low
849,34,9,7,8,9,8,2,8,9,High,High,Medium,High,High,High,Low,High,High
850,407,9,8,8,6,2,9,6,4,High,High,High,High,Medium,Low,High,Medium,Low
851,564,5,10,5,6,8,5,3,1,High,Medium,High,Medium,Medium,High,Medium,Low,Low
852,538,8,7,4,6,10,5,2,9,High,High,Medium,Low,Medium,High,Medium,Low,High
853,748,5,8,6,1,10,2,4,9,High,Medium,High,Medium,Low,High,Low,Low,High
854,675,8,7,8,9,8,6,2,8,High,High,Medium,High,High,High,Medium,Low,High
855,224,10,7,7,6,2,1,7,9,High,High,Medium,Medium,Medium,Low,Low,Medium,High
856,10,8,3,7,4,3,6,4,1,High,High,Low,Medium,Low,Low,Medium,Low,Low
857,708,5,3,5,4,5,9,6,4,High,Medium,Low,Medium,Low,Medium,High,Medium,Low
858,636,7,3,6,9,5,4,6,3,High,Medium,Low,Medium,High,Medium,Low,Medium,Low
859,218,7,8,4,4,1,4,6,4,High,Medium,High,Low,Low,Low,Low,Medium,Low
860,193,5,9,4,6,5,7,1,9,High,Medium,High,Low,Medium,Medium,Medium,Low,High
861,106,6,6,5,8,3,1,9,7,High,Medium,Medium,Medium,High,Low,Low,High,Medium
862,834,8,2,7,4,1,8,9,2,High,High,Low,Medium,Low,Low,High,High,Low
863,597,5,4,8,4,8,7,3,4,High,Medium,Low,High,Low,High,Medium,Low,Low
864,45,8,5,6,1,5,9,2,9,High,High,Medium,Medium,Low,Medium,High,Low,High
865,264,5,2,4,4,7,6,4,1,High,Medium,Low,Low,Low,Medium,Medium,Low,Low
866,219,10,4,5,7,9,10,8,3,High,High,Low,Medium,Medium,High,High,High,Low
867,249,10,2,5,6,8,1,8,9,High,High,Low,Medium,Medium,High,Low,High,High
868,507,9,2,6,2,7,9,7,9,High,High,Low,Medium,Low,Medium,High,Medium,High
869,383,10,10,8,10,4,9,3,10,High,High,High,High,High,Low,High,Low,High
870,631,10,8,5,3,9,9,8,3,High,High,High,Medium,Low,High,High,High,Low
871,502,6,3,5,1,8,4,7,8,High,Medium,Low,Medium,Low,High,Low,Medium,High
872,792,10,2,6,7,7,5,6,9,High,High,Low,Medium,Medium,Medium,Medium,Medium,High
873,271,8,10,6,5,7,10,10,2,High,High,High,Medium,Medium,Medium,High,High,Low
874,194,6,3,5,4,1,10,8,3,High,Medium,Low,Medium,Low,Low,High,High,Low
875,937,8,8,4,10,1,5,9,3,High,High,High,Low,High,Low,Medium,High,Low
876,726,6,4,4,7,7,3,6,4,High,Medium,Low,Low,Medium,Medium,Low,Medium,Low
877,339,6,10,5,9,4,3,6,5,High,Medium,High,Medium,High,Low,Low,Medium,Medium
878,841,8,9,8,3,4,4,7,1,High,High,High,High,Low,Low,Low,Medium,Low
879,874,9,7,6,9,6,1,6,3,High,High,Medium,Medium,High,Medium,Low,Medium,Low
880,214,6,6,4,3,1,3,4,6,High,Medium,Medium,Low,Low,Low,Low,Low,Medium
881,924,9,10,5,5,6,4,1,8,High,High,High,Medium,Medium,Medium,Low,Low,High
882,203,8,7,8,9,4,10,8,10,High,High,Medium,High,High,Low,High,High,High
883,629,8,3,7,4,4,8,1,10,High,High,Low,Medium,Low,Low,High,Low,High
884,354,6,3,7,10,1,1,10,6,High,Medium,Low,Medium,High,Low,Low,High,Medium
885,857,9,8,6,5,7,8,1,9,High,High,High,Medium,Medium,Medium,High,Low,High
886,424,5,3,7,3,8,6,5,7,High,Medium,Low,Medium,Low,High,Medium,Medium,Medium
